season,episode_num,title,description,duration,published_date,url,explicit
1996,16,Economy,"Host Ira Glass brings together a panel of Republicans to discuss their lack of excitement about then-presumptive Republican Presidential nominee Bob Dole. (13 minutes)

Temporary employment agencies' business has exploded in the last few years as corporations lay off  their full-time employees, especially technical workers. This American Life ""hired"" two temp workers, Lee and Tito, to document their experiences as temps. Ira invites Tito and Lee into the studio to spin some music ""appropriate"" for temp employees. (21 minutes)

Poet/performer Lisa Buscani tells a story about her father. (8 minutes)

Ira takes a look at the remarkably successful $156 million renovation of Chicago's Navy Pier. He talks with seven employees working at the businesses on the pier. (13 minutes)

",60,"Mar 14, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=16,""
1996,17,Name Change / No Theme,"Host Ira Glass talks changing the name of the show from Your Radio Playhouse and stumbles on a more fundamental truth about naming things: The people with an investment in the name can be incredibly divisive. He consults television talk show host Joe Franklin for advice. Joe actually likes the new name: This American Life. (11 minutes)

Navy Pier's renovation was presented as a success in last week's show, but recent press reveals that the pier is bleeding money. WBEZ personality Aaron Freeman and his kids take Ira on a tour of the pier, looking at it from a child's perspective. (11 minutes)

Barbara Adams, a former member of the Whitewater trial jury, showed up for jury duty wearing a full-scale costume from Star Trek: The Next Generation. Ira dissects a discussion on an Internet mailing list about fandom, inspired by Adams' celebrity. Also: Temple University professor Cindy Patton's childhood infatuation with G.I. Joe dolls concerned her mother, who wanted her daughter doing more traditionally ""girly"" things. As an adult, she decided she wanted her toys back. Her parents were reluctant to give them back to her. She discusses her struggle to recover her ""childhood as a boy."" (21 minutes)

The first in a series of pieces in the coming months on This American Life: Non-journalists covering aspects of the Presidential campaign. First up: Chicago playwright David Isaacson presents a piece on Pat Buchanan. (13 minutes)

",60,"Mar 21, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=17,""
1996,18,Liars,"The story of a woman whose husband lies to her compulsively. At some point, she starts to ask him questions that'll make him lie to her, just to amuse herself. Also, the story of a guy whose roommate in college in Nebraska insisted he'd grown up with the Kennedys. (30 minutes)

A girl who adored her father tries to figure out what to think after he takes some of her college money and lies to her about it. Also, a woman whose fiancé runs up $10,000 in credit card charges on her Visa card and vanishes. (25 minutes)

",60,"Mar 28, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=18,""
1996,19,Rich Guys,"Corporate CEO  Maurice ""Morry"" Taylor, Jr. was a Republican candidate for President, and he never had a chance to win the nomination. That didn't stop political reporter and author Michael Lewis from covering Morry's bizarre campaign. Lewis reads from his diaries about life on the road with Morry. (14 minutes)

Jack Hitt reviews the strange case of William Kane, his mistress, his family, and fifteen vials of frozen sperm. (23 minutes)

Michael Lewis continues readings from his diaries of Morry Taylor's Presidential campaign. (14 minutes)

The late Ron Brown, the former U.S. Secretary of Commerce, could have had an easy life, but chose instead to take on stressful, difficult tasks. Brian Gilmore, an attorney and a writer, talks about the collective eulogizing of Brown. (5 minutes)

",60,"Apr 12, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=19,""
1996,20,From A Distance,"Erika Yeomans sees a young man's photo in an art magazine and decides to track him down. Problem is: he's Dutch, he's a performance artist, and he's dead. Supposedly. That doesn't stop her from creating her own mission to get near him — a mission that turns out to mirror certain things about his life. (The Dutch artist was named Bas Jan Ader.) (17 minutes)

Writer Quincy Troupe talks about how, as a boy, he idolized Miles Davis, and how, as a man, he actually became one of Davis's closest friends. And how his picture of the man changed. (21 minutes)

Eighteen-year-old correspondent Claudia Perez goes to an audition where a thousand Mexican women and girls dress up to play the slain Mexican pop star Selena in an upcoming film about her life. Feelings about Selena run so high that when her fans talk about her, they often cry. (13 minutes)

",60,"Apr 19, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=20,""
1996,21,Factions,"Scott Carrier documents a group in Manti, Utah, that left the Mormon church and formed its own polygamous church. The members started fighting, broke up, and no longer speak. Scott is the author of Running After Antelope. (20 minutes)

Chicago writer Beau O'Reilly writes about a group of close friends who formed an activist group in the seventies. They split apart because of one woman. (22 minutes)

Ira speaks with Professor Glenn Loury. Loury failed to stand up for a light-skinned friend at a black unity rally in the sixties. He believes that at that moment, their friendship changed. But when Ira tracked the friend down, he remembered it differently. (10 minutes)

",60,"Apr 26, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=21,""
1996,22,Adult Children,"",60,"May 3, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=22,""
1996,23,Drama Bug,"David Sedaris reads his story of getting the drama bug. (14 minutes)

Host Ira Glass follows the last month of rehearsals of Oak Park and River Forest High School's production of Neil Simon's Lost In Yonkers. (22 minutes)

David Sedaris continues his story. (10 minutes)

Mark O'Brien is in an iron lung and comes out for short periods of time. What does he do with those precious moments free of the machinery that keeps him alive? He goes to the theater. (6 minutes)

",60,"May 10, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=23,""
1996,24,Teenaged Girls,"Jo Carol Pierce released a CD, Bad Girls Upset by the Truth, which documents in part her teenage years. Host Ira Glass shares a couple of songs from the CD and some of the stories behind them. (16 minutes)

Chicago writer/musician Rennie Sparks, a member of the independent band The Handsome Family, reads ""Skanks,"" a story of a girl struggling in a situation where some rules are strict, but other rules are up for grabs. (27 minutes)

Producer/sound artist Gregory Whitehead presents his piece ""This Mindless Thing."" (7 minutes)

",60,"May 24, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=24,""
1996,25,Basketball,"Chicagoans' dreams of the Bulls, including interviews with Chicagoans. (8 minutes)

Documentary story about a South Side Chicago barbershop where men gather to watch basketball. (10 minutes)

Chicago playwright David Isaacson, on hating the Bulls.

Then, Nancy Updike presents a sound portrait of a Philadelphia woman and her basketball trophies. (23 minutes)

Chicago playwright Beau O'Reilly goes with Ira to the Scottie Pippin Dodge Store.

Then, singer/songwriter/playwright Jeff Dorchen on Niketown. (8 minutes)

A Bulls dream from Chicagoan Brett Grossman, and an acoustic guitar cover of Bulls theme music from Chicago musician Rick Karr. (4 minutes)

",60,"Jun 7, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=25,""
1996,26,Father's Day '96,"Audio artist Jay Allison and writer Dan Robb present an audio montage on the moment Robb's parents divorced. (11 minutes)

Chicago playwright Beau O'Reilly talks about how he reconciled with his estranged father years ago by becoming an alcoholic just like him. (14 minutes)

",60,"Jun 14, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=26,""
1996,27,The Cruelty of Children,"David Sedaris reads one of his funniest and most affecting stories from his book Naked before a live audience. As an adolescent boy, David feared he might be a homosexual. He explains how his secret plan was to win the lottery and then hire doctors who would purge him of his homosexual impulses. Sometimes kids in his class at school would taunt the boys they thought were sissies, and when they did, he tried to be the loudest and meanest. He figured if he didn't act that way, they'd all turn on him next. Then he goes away to summer camp and meets a boy named Pete, who seems like an outsider in the same way he is. At first they get close. Then Pete turns on him. Sedaris' latest book is Let's Explore Diabetes with Owls. (26 minutes)

Original fiction by Ira Sher about a group of children who find a man trapped in a well but decide not to get him any help. First published in the Chicago Review. (17 minutes)

Author and kindergarten teacher (and MacArthur Genius Grant recipient) Vivian Paley tells the story of an experiment she conducted in her classroom to make children less cruel to each other. She instituted a rule: ""You can't say 'You can't play.'"" In other words, if two children are playing, and a third child comes over and wants to join them, they can't tell him or her to get lost. They can't reject him or her. This is the cause of unending pain in most classrooms and playgrounds. The experiment was a remarkable and immediate success. (11 minutes)

",60,"Jun 21, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=27,""
1996,28,Detectives,"Ira talks about one of the purest expressions of ordinary folks' desire to be detectives: a child's detective notebook — full of information, secret codes, cases, and an application to become an FBI agent. (10 minutes)

Writer David Sedaris remembers the days his mother and sister played armchair detective, and the odd crime wave that hit their own home. This story, titled ""True Detective,"" appears in David's book Naked. (23 minutes)

Ira went out on surveillance with a real private eye in Chicago expecting it to be drudge work with none of the glamour of movie detectives. He was wrong. (21 minutes)

",60,"Jul 12, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=28,""
1996,29,Bob Dole,"",60,"Jul 19, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=29,""
1996,30,Obsession,"A woman obsessed with the number 2. (11 minutes)

A story by Lauren Slater about getting obsessive compulsive disorder. (19 minutes)

An Orthodox Jew talks about whether Hasidic Judaism is like an obsession. (9 minutes)

A story of a woman who made a kitchen out of beads. (10 minutes)

",60,"Jul 26, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=30,""
1996,31,When You Talk About Music,"Dael Orlandersmith's funny, moving story from her Obie-award winning show Beauty's Daughters. Though she's an African-American woman, she transforms herself in this story into a loudmouthed Italian guy. At a wedding, this character meets a woman who reminds him of who he was before he got married and had kids: a guy who loved jazz, a different guy than he is now. Recorded at Millie's Orchid Show in Chicago. Thanks to Brigid Murphy. (12 minutes)

Radio producer Dan Gediman's story about his older brother, ""Alex Jones,"" who he idolized when they were kids. After many unsuccessful attempts to become a rock star, he finally made it in music, as a Tom Jones impersonator. Visit Alex's website for more. This story produced by Jay Allison with Ginna Allison, as part of Jay's Life Stories series. (21 minutes)

A reading from the zine Motorbooty about the crisis of World Band Overpopulation. Then, This American Life contributor Sarah Vowell on someone who is not part of the world band overpopulation problem: Scott Lee, the world's greatest fan of the Fastbacks, a respected, semi-obscure Seattle alternative band. Lee maniacally charts obscure Fastbacks facts and calculates statistics. (12 minutes)

Ira with Sam Franco, a 72-year-old Chicagoan who spent his life playing and teaching accordion. He never became famous. Never hit it big. He just had the pleasure of making his living in music in a way so many people wish they could but few do. (7 minutes)

",60,"Aug 9, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=31,""
1996,32,Republican Convention,"",60,"Aug 16, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=32,""
1996,33,A Night at the Wiener Circle,"",60,"Aug 23, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=33,""
1996,34,Democratic Convention,"",60,"Aug 30, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=34,""
1996,35,Fall Clearance Sale,"",60,"Sep 6, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=35,""
1996,36,Letters,"",60,"Sep 20, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=36,""
1996,37,The Job That Takes Over Your Life,"",60,"Sep 27, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=37,""
1996,38,Simulated Worlds,"Ira takes a Medieval scholar from the University of Chicago, Michael Camille, to Medieval Times — a chain of fake castles where visitors eat Medieval food and drink Medieval Pepsi and watch a supposed recreation of a Medieval jousting tournament. The scholar finds that there are many historical inaccuracies, but that Medieval Times does capture something essential and interesting about the spirit of the Middle Ages. (19 minutes)

Postscript: Sadly, Michael Camille, the wonderful scholar in this story, passed away in 2002. You can read about Camille at the University of Chicago website, or on the UK's Guardian Unlimited website. Michael's books are still in print, though aimed at an academic audience. The one that touches most directly on the things he talks about on our show is Image on the Edge: The Margins of Medieval Art (Reaktion Books - Essays in Art and Culture).

",60,"Oct 11, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=38,""
1996,39,Halloween,"",60,"Oct 25, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=39,""
1996,40,Lessons,"",60,"Nov 1, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=40,""
1996,41,Politics,"Campaign diarist Michael Lewis, on his transformation into a television reporter, and on an inspiring moment in American politics between two supposed political enemies from the 1960's.

MIT Professor Henry Jenkins, on how candidates today campaign on cable and govern on the networks.

Radical right wing Mexican-American activist Daniel D. Portado, on how Tuesday's results will affect his burgeoning Mexican ""self-deportation"" movement.

Failed presidential candidate Joan Jett Black.

",60,"Nov 8, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=41,""
1996,42,Get Over It!,"",60,"Nov 15, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=42,""
1996,43,Faustian Bargains,"",60,"Nov 22, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=43,""
1996,44,Poultry Slam 1996,"",60,"Nov 29, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=44,""
1996,45,Media Fringe,"",60,"Dec 6, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=45,""
1996,46,Sissies,"Seattle writer and syndicated sex columnist Dan Savage, on how there's a stigma against sissies even among gay men. Gay personals ads are filled with men who want ""straight acting/straight appearing"" partners. Girly boys need not apply. Savage prefers swishier men and believes they actually have to be braver than homosexuals who can pass for straight. (15 minutes)

Original musical scoring throughout the hour by The Aluminum Group.  

",60,"Dec 13, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=46,""
1996,47,Christmas and Commerce,"",60,"Dec 20, 1996",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=47,""
"",48,Justice,"They can't pronounce the names, can't read the maps, don't know the history, and are on an idealistic quest for justice that so far has not flowered. Kitty Felde, on Americans at the War Crimes Trial for the former Yugoslavia.

Interview with Michael Ignatieff about war crimes trials and truth commissions. (27 minutes)

",60,"Jan 3, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=48,""
"",49,Animals,"",60,"Jan 10, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=49,""
"",50,Shoulda Been Dead,"",60,"Jan 17, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=50,""
"",51,"Animals Die, People Ponder","",60,"Jan 24, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=51,""
"",52,Edge of Sanity,"",60,"Jan 31, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=52,""
"",53,Valentine's Day '97,"Writer Julie Showalter on her parents' romance.

More Men My Mother Dated stories from Brett Leveridge.

",60,"Feb 7, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=53,""
"",54,Sinatra,"New York writer Camden Joy tells what happened when in a greasy spoon restaurant filled with cabbies and club kids when Frank's film The Manchurian Candidate came on television. The whole place got silent, watched the film, and choked up. (9 minutes)

(Other Sinatra music throughout the show.)

",60,"Feb 21, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=54,""
"",55,Three Women and the Sex Industry,"",60,"Feb 28, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=55,""
"",56,Name Change,"",60,"Mar 7, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=56,""
"",57,Delivery,"",60,"Mar 14, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=57,""
"",58,Small Towns,"",60,"Apr 4, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=58,""
"",59,Fire,"",60,"Apr 11, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=59,""
"",60,Business of Death,"",60,"Apr 18, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=60,""
"",61,Fiasco!,"",60,"Apr 25, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=61,""
"",62,Something for Nothing,"",60,"May 2, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=62,""
"",63,One Thing,"",60,"May 9, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=63,""
"",64,Summer,"",60,"May 23, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=64,""
"",65,Who's Canadian?,"A tale of two siblings — separated, but not at birth. Reporter Paul Tough and his sister grew up in Toronto, the most American of Canadian cities. Then she moved to more remote parts of Canada. He moved to Manhattan. He talks to her about whether she even considers him Canadian anymore, and about what it means to be Canadian. (7 minutes)



",60,"May 30, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=65,""
"",66,Tales from the Net,"",60,"Jun 6, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=66,""
"",67,"Your Dream, My Nightmare","",60,"Jun 27, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=67,""
"",68,Lincoln's Second Inaugural,"",60,"Jul 4, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=68,""
"",69,Dream House,"",60,"Jul 18, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=69,""
"",70,Other People's Mail,"",60,"Jul 25, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=70,""
"",71,Defying Sickness,"",60,"Aug 1, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=71,""
"",72,Trek,"",60,"Aug 8, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=72,""
"",73,Blame It on Art,"Foreign correspondent Jim Biederman reports from a cell phone inside the Louvre, in front of the Mona Lisa, on what people say while they're standing in front of some of the world's greatest works of art. It turns out to be pretty banal. People talk about dinner. And the price of the paintings.

It actually makes you feel bad for artists — a group most of us feel no sympathy for whatsoever. After all, it takes years to develop artistic skills; it's intensely competitive; almost no one makes any money doing it; there are jealousies and unfair treatment; and then, if, somehow, your work is recognized and you end up in a museum like the Louvre, you're even treated badly there. (5 minutes) 

",60,"Aug 22, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=73,""
"",74,Conventions,"",60,"Aug 29, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=74,""
"",75,Kindness of Strangers,"In 1940, Jack Geiger, at the age of fourteen, left his middle-class Jewish home and knocked on the door of a black actor named Canada Lee. He asked Lee if he could move in with him. Lee said yes, and in Lee's Harlem apartment, Geiger spent a year with many of the great figures of the Harlem renaissance: Langston Hughes, Billy Strayhorn, Richard Wright, Adam Clayton Powell. This is what Geiger ended up doing because of that experience. 

A side note: It turns out there's a movie in which Canada Lee takes a white teenager under his wing and counsels him, as he did for Jack Geiger in real life. The film is called Lost Boundaries. (11 minutes)  Childhood • Housing • Teenagers • Theater              

",60,"Sep 12, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=75,""
"",76,Mob,"Susan Berman, author of the memoir Easy Street, the True Story of a Gangster's Daugher, reads from her book about her father Davie Berman, a Jewish gangster and one of the men  — with Meyer Lansky and Bugsy Siegel — who created modern Las Vegas. (7 minutes)

",60,"Sep 19, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=76,""
"",77,Pray,"",60,"Sep 26, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=77,""
"",78,How Bad Is Bad?,"",60,"Oct 3, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=78,""
"",79,Stuck in the Wrong Decade,"",60,"Oct 10, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=79,""
"",80,Running After Antelope,"",60,"Oct 17, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=80,""
"",81,Guns,"",60,"Oct 24, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=81,""
"",82,Haunted,"",60,"Oct 31, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=82,""
"",83,One of Us,"",60,"Nov 14, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=83,""
"",84,Harold,"A history of the brief mayoral career of Harold Washington, and its lessons for black and white America, as told by people close to him. Many are activists and politicians: Lu Palmer, Judge Eugene Pincham, Congressman Danny Davis, then-alderman Eugene Sawyer. There are people from his administration — Jackie Grimshaw and Grayson Mitchell — and some reporters who followed his story: Vernon Jarrett, Monroe Anderson, Gary Rivlin, Laura Washington (who became his press secretary). Plus, a few ordinary voters and a political opponent of the late mayor.

Act One continues after the break. (46 minutes)  

Twenty years after Harold's death, we take up the question: has white Chicago changed?

Host Ira Glass reviews how black candidates have fared in white wards since Harold with someone uniquely situated to know: David Axelrod, who was a political advisor to Harold Washington during Washington's second mayoral race and who is also chief political and media advisor to President Barack Obama.

Ira also checks in with Judge Eugene Pincham, ten years after their first interview.

Then, WBEZ Chicago reporter Robert Wildeboer goes out to several wards where Harold Washington did very poorly in the '80s, including one where he got less than one percent of the vote, to find out if a black man ran for mayor today, would the same kinds of things happen. (11 minutes)  City • Death • Government • Heroism • History • Politics • Race              

",60,"Nov 21, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=84,""
"",85,Poultry Slam 1997,"",60,"Dec 5, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=85,""
"",86,How to Take Money from Strangers,"",60,"Dec 12, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=86,""
"",87,A Very Special Sedaris Christmas,"A Hollywood TV producer tries to convince a church of evangelical Christians to sell out a member of their own congregation. Matt Malloy reads. He was one of the stars of the acclaimed independent film In the Company of Men.

Also in this act: Dickens vs. Sedaris. Dickens scholar John Jordan compares the Christmas stories of Charles Dickens (who wrote one nearly every year from 1843 through 1867) and David Sedaris. (24 minutes)

",60,"Dec 19, 1997",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=87,""
1998,88,Numbers,"",60,"Jan 2, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=88,""
1998,89,Sibling Rivalry,"",60,"Jan 9, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=89,""
1998,90,Telephone,"",60,"Jan 16, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=90,""
1998,91,Escape the Box,"",60,"Jan 30, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=91,""
1998,92,Leave the Mask On,"Margy Rochlin sees a new side of her father when, in his seventies, he becomes a monologist like Spalding Gray. Her dad, Fred Rochlin, is a huge hit. He tells stories about his experiences in World War II and enters worlds his grown children never imagined him in. But sometimes Margy finds herself hearing things she'd just as soon not know about him. 

Fred went on to compile his stories in the book Old Man in a Baseball Cap: A Memoir of World War II. (31 minutes)

",60,"Feb 6, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=92,""
1998,93,Valentine's Day '98,"",60,"Feb 13, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=93,""
1998,94,How To,"A how-to by Junot Diaz, from his book Drown. (11 minutes)

Read the content advisory we sent out to stations in advance of airing Junot Diaz's How to Date a Browngirl, Blackgirl, Whitegirl, or Halfie.

",60,"Feb 27, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=94,""
1998,95,Monogamy,"",60,"Mar 6, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=95,""
1998,96,Pinned by History,"",60,"Mar 13, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=96,""
1998,97,Death to Wacky,"",60,"Mar 20, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=97,""
1998,98,Throwing the First Punch,"Manny Howard talks with Paul Tough about why he loved fighting in bars and on the street, and about how hard it is to quit. Manny is the author of My Empire of Dirt: How One Man Turned His Big-City Backyard into a Farm. (20 minutes)

Yom Kippur with Gloves. The Kitchen Sisters — Davia Nelson and Nikki Silva — explain how the whole town of Kodiak, Alaska, used to fight. It was cathartic. (4 minutes)

",60,"Mar 27, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=98,""
1998,99,"I Enjoy Being A Girl, Sort Of","",60,"Apr 10, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=99,""
1998,100,Radio,"",60,"Apr 24, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=100,""
1998,101,Niagara,"",60,"May 1, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=101,""
1998,102,Road Trip!,"What we want on the road — many of us — is adventure. And what is adventure but a moment you never could've predicted before you left home? Chicago writer Cheryl Trykv tells the story of one such moment. (7 minutes)

Songs: ""Happy Trails"" and ""One More Mile,"" Dave Dudley.

",60,"May 22, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=102,""
1998,103,Scenes from A Transplant,"",60,"May 29, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=103,""
1998,104,Music Lessons,"",60,"Jun 5, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=104,""
1998,105,Take A Negro Home,"",60,"Jun 12, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=105,""
1998,106,Father's Day '98,"This is a story about an odd breach of trust between father and child, done unintentionally, and what happens next. Lawrence Weschler is an author and journalist. He and his 11-year-old daughter Sara tell the tale. She believed that she saw a four-inch tall human being, a little girl, like she read about in the children's books The Borrowers. She began leaving treats and notes for this girl. She was upset when the girl didn't seem to take them, and, finally, her father took them and wrote her a note back, pretending to be the 4-inch-tall girl. (23 minutes)

",60,"Jun 19, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=106,""
1998,107,Trail of Tears,"",60,"Jul 3, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=107,""
1998,108,Truth and Lies at Age Ten,"",60,"Aug 7, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=108,""
1998,109,Notes on Camp,"



",60,"Aug 28, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=109,""
1998,110,Mapping,"",60,"Sep 4, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=110,""
1998,111,Adventures in the Simple Life,"Visit the Turtle Island Preserve website; Eustace Conway, one of the riders in this show, is the director of this educational/retreat center in the Appalachian Mountains.

",60,"Sep 11, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=111,""
1998,112,Ladies and Germs,"",60,"Oct 2, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=112,""
1998,113,Windfall,"",60,"Oct 16, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=113,""
1998,114,Last Words,"",60,"Oct 23, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=114,""
1998,115,First Day,"",60,"Nov 13, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=115,""
1998,116,Poultry Slam 1998,"",60,"Nov 27, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=116,""
1998,117,You Gonna Eat That?,"",60,"Dec 11, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=117,""
1998,118,What You Lookin' At?,"

",60,"Dec 18, 1998",http://www.thisamericanlife.org/Radio_Episode.aspx?episode=118,""
